clean_item_name,year,month,location,total_sales,transactions,total_quantity_sold,average_base_price,median_base_price
"Toscano Rosso IGT ""Monteleccio""",2023,10,The Dram Shop Front St.,90.0,3,3.0,30.0,30.0
Trappist Dubbel,2023,10,The Dram Shop Central,264.69,31,33.0,8.58,9.0
Tree Frog Organic Pale,2023,10,The Dram Shop Central,178.43,27,32.0,5.57,6.0
Trip in the Woods BA Barleywine,2023,10,The Dram Shop Front St.,224.86,32,36.0,6.4,6.5
Tropical Hop Rising,2023,10,The Dram Shop Front St.,443.67,84,98.0,4.63,4.5
Tropo Rose Pet-Nat,2023,10,The Dram Shop Central,16.5,1,1.0,22.0,22.0
Tropo Rose Pet-Nat,2023,10,The Dram Shop Front St.,22.0,1,1.0,22.0,22.0
Twisted Karma Huckleberry Sour,2023,10,The Dram Shop Front St.,364.91,39,45.0,8.23,7.5
Two Hearted IPA,2023,10,The Dram Shop Central,21.38,6,8.0,2.83,2.5
Two Hearted IPA,2023,10,The Dram Shop Front St.,515.96,74,114.0,5.1,5.5
Unfiltered Organic Amber,2023,10,The Dram Shop Front St.,103.5,5,19.0,5.5,5.5
Unlitro,2023,10,The Dram Shop Central,26.0,1,1.0,26.0,26.0
Unlitro,2023,10,The Dram Shop Front St.,110.5,6,6.0,26.0,26.0
Upslope Pumpkin Ale,2023,10,The Dram Shop Central,282.53,34,46.0,6.26,6.0
Vanilla Porter,2023,10,The Dram Shop Central,117.3,19,25.0,4.9,5.5
Vater & Sohn White Blend,2023,10,The Dram Shop Front St.,25.0,1,1.0,25.0,25.0
Vibe Machine Cold IPA,2023,10,The Dram Shop Front St.,26.0,5,5.0,5.2,6.0
Vines Sum Rose',2023,10,The Dram Shop Central,54.0,2,2.0,27.0,22.0
Wake Up Dead Imp. Stout,2023,10,The Dram Shop Front St.,305.58,41,45.0,7.08,7.5
Wanderlust IPA,2023,10,The Dram Shop Central,611.1,65,91.0,7.13,7.0
Wanderlust IPA,2023,10,The Dram Shop Front St.,1152.42,113,185.0,6.94,7.0
Watson Ranch Chardonnay,2023,10,The Dram Shop Front St.,41.0,1,1.0,41.0,41.0
Waves Rose,2023,10,The Dram Shop Central,140.23,6,12.0,12.36,11.5
West Coast Pilsner,2023,10,The Dram Shop Front St.,239.62,30,41.0,6.82,7.0
Westmalle Dubbel,2023,10,The Dram Shop Front St.,37.0,2,2.0,18.5,16.0
Westmalle Tripel,2023,10,The Dram Shop Central,22.5,2,3.0,7.5,7.5
Wet Hop Idaho 7,2023,10,The Dram Shop Central,75.65,12,15.0,5.2,6.0
Wild Blackberry Lemonade Seltzer,2023,10,The Dram Shop Central,457.33,68,90.0,5.26,5.5
Wild Blackberry Lemonade Seltzer,2023,10,The Dram Shop Front St.,137.0,19,25.0,5.59,6.0
Wild Wind,2023,10,The Dram Shop Front St.,16.12,1,1.0,21.5,21.5
Wolf Hearted NE IPA,2023,10,The Dram Shop Central,40.81,8,8.0,5.25,4.75
Wonderwall,2023,10,The Dram Shop Central,54.96,7,7.0,8.0,8.0
Yamabiko Rice Lager,2023,10,The Dram Shop Central,589.91,76,111.0,5.65,6.0
Yamabiko Rice Lager,2023,10,The Dram Shop Front St.,787.29,106,148.0,5.53,6.0
Yeah Nah New Zealand Pilsner,2023,10,The Dram Shop Front St.,242.92,37,50.0,5.16,6.0
You'll Get Nothing and Like It IPA,2023,10,The Dram Shop Central,26.5,6,10.0,2.83,2.5
You'll Get Nothing and Like It IPA,2023,10,The Dram Shop Front St.,19.0,3,6.0,3.17,2.5
Yuzu Onna,2023,10,The Dram Shop Front St.,353.55,56,71.0,5.17,5.5
Zinfandel,2023,10,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
Zweigelt,2023,10,The Dram Shop Front St.,55.0,3,3.0,20.0,20.0
von Winning,2023,10,The Dram Shop Central,92.0,2,3.0,29.0,24.0
"""Napa""",2023,9,The Dram Shop Front St.,38.0,1,1.0,38.0,38.0
4Seasons Imp IPA,2023,9,The Dram Shop Central,310.13,39,50.0,6.25,6.0
9 Lb Porter,2023,9,The Dram Shop Front St.,135.0,22,24.0,5.89,5.5
9 lb Porter,2023,9,The Dram Shop Central,362.04,53,69.0,5.15,5.5
90 Minute IPA,2023,9,The Dram Shop Front St.,354.86,60,66.0,5.44,6.0
Abbondanza Montepulciano,2023,9,The Dram Shop Central,32.0,2,2.0,16.0,16.0
Addition By Addition thiolized NEIPA,2023,9,The Dram Shop Central,6.0,1,1.0,6.0,6.0
African Amber,2023,9,The Dram Shop Central,5.0,1,1.0,5.0,5.0
Alt Dunkel,2023,9,The Dram Shop Front St.,25.0,4,5.0,5.0,5.0
Apple Pie Lactose Sour,2023,9,The Dram Shop Front St.,168.0,25,29.0,5.89,6.0
Arnot-Roberts,2023,9,The Dram Shop Front St.,26.0,1,1.0,26.0,26.0
Ayinger Bräuweisse,2023,9,The Dram Shop Central,12.75,3,3.0,4.25,4.25
BA Narwhal Imperial Stout,2023,9,The Dram Shop Front St.,82.25,12,14.0,6.12,5.5
Bamboo Road Skin Contact,2023,9,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
Barrel Aged IPA,2023,9,The Dram Shop Front St.,45.5,8,8.0,6.13,7.0
Bay Breeze Pineapple IPA,2023,9,The Dram Shop Central,3.38,1,1.0,4.5,4.5
Bay Breeze Pineapple IPA,2023,9,The Dram Shop Front St.,20.75,4,4.0,6.0,6.5
Belgian Dark Strong Ale,2023,9,The Dram Shop Front St.,13.88,1,1.0,18.5,18.5
Belgien Essence Tripel,2023,9,The Dram Shop Front St.,429.18,41,48.0,9.02,10.0
Belial Sangiovese,2023,9,The Dram Shop Central,285.78,28,34.0,8.5,8.0
Bent Nail IPA,2023,9,The Dram Shop Front St.,93.93,14,20.0,4.85,5.0
Biere de Garde,2023,9,The Dram Shop Central,12.0,2,2.0,6.0,5.0
Big Drift Hazy,2023,9,The Dram Shop Central,323.52,47,56.0,5.8,6.0
Bigfoot Barleywine,2023,9,The Dram Shop Front St.,321.45,49,56.0,5.9,6.5
Bitburger Pilsner,2023,9,The Dram Shop Central,53.8,11,15.0,4.05,3.5
Bitter Root Brewing IPA,2023,9,The Dram Shop Front St.,11.25,5,5.0,2.25,2.25
Black Currant Andsoit Gose,2023,9,The Dram Shop Central,55.0,10,10.0,5.5,5.5
Blackfoot Single Malt IPA,2023,9,The Dram Shop Central,2047.2,209,347.0,6.06,6.0
Blackfoot Single Malt IPA,2023,9,The Dram Shop Front St.,1840.76,229,305.0,6.07,6.0
Bodhizafa IPA,2023,9,The Dram Shop Central,801.5,107,147.0,5.51,5.5
Bombastic Pandemonium,2023,9,The Dram Shop Central,231.6,26,31.0,7.45,8.0
Bone Dust Wheat,2023,9,The Dram Shop Central,299.55,36,51.0,5.91,6.0
Breakside IPA,2023,9,The Dram Shop Front St.,1750.78,182,263.0,7.09,7.0
Breezy Does It,2023,9,The Dram Shop Front St.,476.99,79,91.0,5.51,6.0
Brut Nature Organic Cava,2023,9,The Dram Shop Front St.,25.0,1,1.0,25.0,25.0
Bulldog Brown Ale,2023,9,The Dram Shop Central,298.5,40,48.0,6.49,6.0
Campfire Stout,2023,9,The Dram Shop Central,27.0,2,6.0,4.5,4.5
Campfire Stout,2023,9,The Dram Shop Front St.,18.0,3,4.0,4.5,4.5
Carbonic Sangiovese,2023,9,The Dram Shop Central,202.0,12,19.0,10.8,10.0
Carters - Farmhouse Ale,2023,9,The Dram Shop Central,205.23,30,33.0,6.25,6.0
Cassis Lambic,2023,9,The Dram Shop Central,16.5,1,1.0,16.5,16.5
Celebration Pilsner,2023,9,The Dram Shop Front St.,8.75,3,3.0,2.92,2.25
Chichicpatli pale,2023,9,The Dram Shop Front St.,5.5,1,1.0,5.5,5.5
Cidre Brut,2023,9,The Dram Shop Central,174.5,19,22.0,8.1,7.5
Citrus Froot Direct,2023,9,The Dram Shop Central,36.0,2,2.0,18.0,18.0
Coffee Cream Ale,2023,9,The Dram Shop Front St.,458.06,74,87.0,5.41,5.0
Cold Fresh Joy Light Ale,2023,9,The Dram Shop Central,63.34,9,16.0,4.25,4.25
Cold Smoke,2023,9,The Dram Shop Front St.,5.5,1,1.0,5.5,5.5
Coopers Hall,2023,9,The Dram Shop Central,190.83,20,23.0,8.32,8.5
Coors Banquet,2023,9,The Dram Shop Central,32.0,5,11.0,3.5,4.0
Coors Banquet,2023,9,The Dram Shop Front St.,31.42,10,14.0,2.7,3.5
Cosmic Crisp,2023,9,The Dram Shop Front St.,970.21,159,200.0,5.03,5.0
Cowpuncher Kolsch,2023,9,The Dram Shop Central,107.0,19,22.0,5.0,5.0
Craggy Scotch,2023,9,The Dram Shop Front St.,59.36,9,11.0,5.45,5.5
Crazy Mustache Hazy IPA,2023,9,The Dram Shop Central,64.5,8,12.0,5.38,5.5
Cuvee Girard Chateauneuf du Pape,2023,9,The Dram Shop Front St.,52.0,1,1.0,52.0,52.0
Czech Pilsner,2023,9,The Dram Shop Central,544.97,66,105.0,5.32,5.5
Daisy Hill Kölsch,2023,9,The Dram Shop Front St.,100.2,17,19.0,5.5,6.0
Dark Star,2023,9,The Dram Shop Central,7.0,2,2.0,3.5,2.5
Dark Star,2023,9,The Dram Shop Front St.,6.88,3,3.0,2.5,2.5
Dead Guy IPA,2023,9,The Dram Shop Central,504.9,69,89.0,5.92,6.0
Deer Snacks,2023,9,The Dram Shop Central,31.05,7,7.0,4.5,4.5
Dirt Church Hazy IPA,2023,9,The Dram Shop Front St.,11.25,4,5.0,2.25,2.25
Divine Design Hazy,2023,9,The Dram Shop Front St.,604.57,66,84.0,7.22,7.0
Divine Design Hazy IPA,2023,9,The Dram Shop Central,25.0,3,5.0,5.0,5.0
Double Grazing Clouds Hazy IPA,2023,9,The Dram Shop Central,95.38,11,14.0,6.86,6.5
Double Grazing Clouds Hazy IPA,2023,9,The Dram Shop Front St.,72.97,6,11.0,6.83,6.5
Dream Patch,2023,9,The Dram Shop Central,194.0,35,37.0,5.77,6.0
Dry and Dandy Pet Nat,2023,9,The Dram Shop Central,22.0,1,1.0,22.0,22.0
Duchesse De Bourgogne,2023,9,The Dram Shop Front St.,65.26,4,4.0,17.75,16.5
Dux Chardonnay,2023,9,The Dram Shop Central,40.0,1,1.0,40.0,40.0
El Cantaro Tinto,2023,9,The Dram Shop Central,27.0,1,1.0,27.0,27.0
El Colo,2023,9,The Dram Shop Central,29.0,1,1.0,29.0,29.0
El Gian Garganega,2023,9,The Dram Shop Central,58.8,2,3.0,21.0,21.0
Elk Camp IPA,2023,9,The Dram Shop Front St.,331.01,51,66.0,5.29,5.5
Erdinger Hefeweizen Weissbier,2023,9,The Dram Shop Front St.,30.75,6,7.0,4.58,5.25
Estate Blend,2023,9,The Dram Shop Front St.,45.37,2,2.0,23.0,23.0
Exedra Blanc,2023,9,The Dram Shop Front St.,23.0,1,1.0,23.0,23.0
Experimental IPA #3,2023,9,The Dram Shop Front St.,211.11,24,31.0,6.88,7.0
Fiction Red,2023,9,The Dram Shop Central,184.0,15,22.0,8.6,8.0
Fiction Red Blend,2023,9,The Dram Shop Front St.,412.5,38,48.0,8.7,8.0
Field to Ferment Fresh Hop,2023,9,The Dram Shop Central,11.25,2,3.0,3.75,3.75
Field to Ferment Fresh Hop,2023,9,The Dram Shop Front St.,433.63,64,97.0,4.89,4.0
Forbidden City Altbier,2023,9,The Dram Shop Front St.,132.0,21,26.0,5.13,5.5
Fox Trot Rose of Counoise,2023,9,The Dram Shop Front St.,26.1,1,1.0,29.0,29.0
Fractal Mosaic,2023,9,The Dram Shop Central,256.0,28,31.0,8.53,8.0
Framboise,2023,9,The Dram Shop Front St.,234.27,17,19.0,12.56,12.0
Fresh AF Nero d'Avola,2023,9,The Dram Shop Central,80.5,4,4.0,23.0,23.0
From The Tank Red,2023,9,The Dram Shop Central,239.74,25,34.0,7.23,7.0
From The Tank Red,2023,9,The Dram Shop Front St.,505.38,60,68.0,7.67,7.0
Fruh Kolsch,2023,9,The Dram Shop Central,37.86,7,11.0,3.79,3.5
Frukt Stereo Daft Frukt,2023,9,The Dram Shop Front St.,36.75,2,2.0,21.0,21.0
Galipette Biologique Cidre,2023,9,The Dram Shop Central,4.0,1,1.0,4.0,4.0
Galipette Biologique Cidre,2023,9,The Dram Shop Front St.,6.0,1,1.0,6.0,6.0
Gamay/Pinot Noir,2023,9,The Dram Shop Central,50.0,2,2.0,25.0,25.0
German Pilsner,2023,9,The Dram Shop Front St.,172.5,30,35.0,5.0,5.0
Ginga Ninja,2023,9,The Dram Shop Front St.,22.5,5,5.0,4.8,6.0
Golden Lotus Hazy,2023,9,The Dram Shop Central,381.3,46,52.0,7.38,7.0
Golden Pilsner,2023,9,The Dram Shop Front St.,938.0,137,185.0,5.31,5.5
Gosefish Hibiscus-Cranberry Gose,2023,9,The Dram Shop Central,22.5,3,3.0,7.5,7.5
Gosefish Hibiscus-Cranberry Gose,2023,9,The Dram Shop Front St.,22.5,2,3.0,7.5,7.5
Grapefruit IPA,2023,9,The Dram Shop Central,5.5,1,1.0,5.5,5.5
Grapefruit IPA,2023,9,The Dram Shop Front St.,30.5,3,7.0,5.0,5.5
Grapefruit Radler,2023,9,The Dram Shop Central,34.24,5,7.0,5.17,5.5
Grapefruit Radler,2023,9,The Dram Shop Front St.,47.74,10,12.0,4.7,5.5
Graveyard Sun,2023,9,The Dram Shop Central,345.3,53,58.0,5.89,6.0
Grazing Clouds Hazy IPA,2023,9,The Dram Shop Central,1298.97,141,189.0,7.08,7.0
Gruner Veltliner,2023,9,The Dram Shop Central,18.5,1,1.0,18.5,18.5
Gruner Veltliner,2023,9,The Dram Shop Front St.,176.1,8,10.0,18.0,19.0
Gruner Vetliner,2023,9,The Dram Shop Central,42.0,3,4.0,9.33,7.0
Gurutzeta Sagardoa Basque Cider,2023,9,The Dram Shop Central,9.38,2,2.0,5.5,5.5
Gurutzeta Sagardoa Basque Cider,2023,9,The Dram Shop Front St.,35.0,4,6.0,6.0,5.5
Habanero Cider,2023,9,The Dram Shop Central,30.0,3,3.0,10.0,10.0
Halo Huckleberry Hefe,2023,9,The Dram Shop Central,480.75,57,88.0,5.53,5.5
Halo Huckleberry Hefe,2023,9,The Dram Shop Front St.,249.7,42,46.0,5.73,5.5
Helio Hefeweizen,2023,9,The Dram Shop Central,247.37,39,53.0,4.78,5.0
Hell Lager,2023,9,The Dram Shop Central,12.5,2,3.0,4.5,3.5
Hell Lager,2023,9,The Dram Shop Front St.,32.0,6,8.0,4.07,3.5
Helles Lager,2023,9,The Dram Shop Central,1081.37,108,142.0,7.72,7.5
Helles Lager,2023,9,The Dram Shop Front St.,1251.11,132,162.0,8.05,7.5
Hi-Lime,2023,9,The Dram Shop Central,609.95,91,113.0,5.44,5.5
Hi-Lime,2023,9,The Dram Shop Front St.,338.21,46,67.0,5.09,5.5
Hi-Line Hazy,2023,9,The Dram Shop Front St.,556.54,82,94.0,6.06,6.0
Hofbrau,2023,9,The Dram Shop Central,36.0,1,1.0,36.0,36.0
Hokkaido Yamabiko Japanese Lager,2023,9,The Dram Shop Central,50.3,10,13.0,4.05,3.5
Hokkaido Yamabiko Japanese Lager,2023,9,The Dram Shop Front St.,87.7,15,26.0,3.77,3.5
Huckleberry Lemonade Seltzer,2023,9,The Dram Shop Central,151.8,26,28.0,5.5,5.5
Huckleberry Seltzer,2023,9,The Dram Shop Central,27.5,4,5.0,5.5,5.5
Huckleberry Seltzer,2023,9,The Dram Shop Front St.,399.81,64,75.0,5.43,5.5
Hustle Double IPA,2023,9,The Dram Shop Central,5.0,1,2.0,2.5,2.5
IPA,2023,9,The Dram Shop Front St.,411.61,70,82.0,5.35,5.5
Il Rosa Spumante Rosato,2023,9,The Dram Shop Front St.,105.0,4,5.0,21.0,21.0
Immoralite Double IPA,2023,9,The Dram Shop Central,88.68,10,13.0,7.25,6.75
Irish Death,2023,9,The Dram Shop Front St.,14.43,3,3.0,5.0,5.0
Japanese Lager,2023,9,The Dram Shop Central,130.55,21,26.0,5.16,5.0
Junegrass NW IPA,2023,9,The Dram Shop Central,52.7,9,11.0,4.84,5.75
Kabinett Riesling,2023,9,The Dram Shop Central,72.0,4,4.0,18.0,18.0
Knotty Knotty Latte Stout,2023,9,The Dram Shop Front St.,55.0,10,11.0,5.0,5.5
Kolsch,2023,9,The Dram Shop Front St.,195.0,27,28.0,7.36,7.5
LUSH IPA,2023,9,The Dram Shop Front St.,220.75,30,38.0,5.9,5.5
La Araucaria Blanco,2023,9,The Dram Shop Central,72.8,2,3.0,26.0,26.0
La Débrydée GAMAY,2023,9,The Dram Shop Front St.,25.2,1,1.0,28.0,28.0
Lambert de Seyssel Royal Seyssel Grand Cru,2023,9,The Dram Shop Central,30.0,1,1.0,30.0,30.0
Las Jaras,2023,9,The Dram Shop Front St.,108.87,4,10.0,11.5,11.5
Laser Wolf,2023,9,The Dram Shop Front St.,74.68,9,10.0,7.5,7.5
Last Best Pineapple,2023,9,The Dram Shop Central,773.99,79,102.0,7.68,7.5
Le Paradou Rose of Cinsault,2023,9,The Dram Shop Central,64.0,6,8.0,8.0,8.0
Le Terroir Dry Hop Sour,2023,9,The Dram Shop Central,314.87,38,42.0,7.5,7.5
Leoncio Pais,2023,9,The Dram Shop Central,22.0,1,1.0,22.0,22.0
Les Galets GSM,2023,9,The Dram Shop Front St.,79.0,3,3.0,26.33,23.0
Les Heretiques Rouge (Carignan),2023,9,The Dram Shop Front St.,73.5,5,5.0,15.0,15.0
Liberator W.E West Coast-Style IPA,2023,9,The Dram Shop Central,76.84,13,16.0,5.32,4.75
Liberator W.E West Coast-Style IPA,2023,9,The Dram Shop Front St.,102.99,19,21.0,5.17,4.75
Like Raindrops Grenache,2023,9,The Dram Shop Front St.,36.0,1,1.0,36.0,36.0
Lil Cutie,2023,9,The Dram Shop Central,173.0,24,32.0,5.4,5.5
Limonade Poivrée,2023,9,The Dram Shop Central,59.87,8,10.0,6.75,6.5
Lirondo Clarete,2023,9,The Dram Shop Central,20.0,1,1.0,20.0,20.0
Litrozzo Rosso,2023,9,The Dram Shop Central,29.0,1,1.0,29.0,29.0
Litrozzo Rosso,2023,9,The Dram Shop Front St.,21.75,1,1.0,29.0,29.0
Livin' Lite IPA,2023,9,The Dram Shop Front St.,520.23,82,106.0,5.19,5.5
Long White Cloud NE DIPA,2023,9,The Dram Shop Front St.,100.93,15,18.0,6.25,5.5
Lounge Lizard Rose,2023,9,The Dram Shop Central,48.0,2,2.0,24.0,24.0
Lua DIPA,2023,9,The Dram Shop Front St.,63.0,10,11.0,6.05,7.0
Lucille IPA,2023,9,The Dram Shop Central,237.79,37,45.0,5.36,5.5
Lush IPA,2023,9,The Dram Shop Central,526.72,81,98.0,5.46,5.5
Lush IPA,2023,9,The Dram Shop Front St.,44.26,12,20.0,2.5,2.5
Maji Mango,2023,9,The Dram Shop Front St.,662.87,96,120.0,5.62,5.5
Malvasia Giandon (Skin Contact),2023,9,The Dram Shop Front St.,39.9,2,2.0,21.0,21.0
Marv E. Lus,2023,9,The Dram Shop Front St.,146.7,24,24.0,6.52,6.0
Marv E. Lus Dark English Mild Ale,2023,9,The Dram Shop Central,6.25,1,1.0,6.25,6.25
Marv E. Lus Dark English Mild Ale,2023,9,The Dram Shop Front St.,8.5,2,2.0,4.25,4.25
Mayan Bourbonic Plague,2023,9,The Dram Shop Front St.,144.7,10,12.0,12.09,14.0
Metamorphic Flanders Red,2023,9,The Dram Shop Front St.,238.0,23,28.0,8.54,8.0
Meteor Shower Blonde,2023,9,The Dram Shop Central,8.12,2,2.0,4.5,3.5
Mexican Lager,2023,9,The Dram Shop Front St.,190.5,24,33.0,5.8,6.0
Modelo Especial,2023,9,The Dram Shop Central,289.92,44,61.0,4.91,5.0
Modelo Especial,2023,9,The Dram Shop Front St.,372.24,49,77.0,4.93,5.0
Montepulciano,2023,9,The Dram Shop Front St.,44.0,3,3.0,16.0,16.0
Moose Drool,2023,9,The Dram Shop Central,27.5,5,5.0,5.5,5.5
More S'more,2023,9,The Dram Shop Central,24.0,3,3.0,8.0,8.0
Most,2023,9,The Dram Shop Central,9.9,1,2.0,5.5,5.5
Most,2023,9,The Dram Shop Front St.,11.0,2,2.0,5.5,5.5
Most Classic German Cider,2023,9,The Dram Shop Central,381.45,42,53.0,7.35,7.5
Most Classic German Cider,2023,9,The Dram Shop Front St.,134.67,15,19.0,7.27,7.5
Mother Earth Brewing Project X New Horizons Hazy IPA,2023,9,The Dram Shop Central,25.0,5,6.0,4.4,4.0
Mother Earth Brewing Project X New Horizons Hazy IPA,2023,9,The Dram Shop Front St.,83.41,11,21.0,4.0,4.0
Mountain Man Scotch,2023,9,The Dram Shop Front St.,150.77,25,29.0,5.91,5.5
Mr. Mingo,2023,9,The Dram Shop Front St.,115.5,14,19.0,6.5,6.0
Mueller Thurgau,2023,9,The Dram Shop Central,80.0,4,8.0,10.67,8.0
Muscadet,2023,9,The Dram Shop Front St.,29.0,1,1.0,29.0,29.0
Mystical Stout,2023,9,The Dram Shop Front St.,224.58,46,46.0,5.34,5.0
N'ice Chouffe Belgian Strong Dark Ale,2023,9,The Dram Shop Central,184.73,17,19.0,10.63,9.0
Neutrino Pale,2023,9,The Dram Shop Central,10.75,2,2.0,6.0,5.0
Neutrino Pale,2023,9,The Dram Shop Front St.,65.5,10,12.0,5.6,5.0
Newtown Pippin,2023,9,The Dram Shop Central,74.41,8,8.0,9.38,10.0
Niente Panico,2023,9,The Dram Shop Central,24.0,1,1.0,24.0,24.0
Nitro Breakfast Stout,2023,9,The Dram Shop Central,60.0,7,10.0,6.0,6.0
Nitro Chocolate Stout,2023,9,The Dram Shop Central,132.75,20,21.0,6.35,6.5
Noyaux,2023,9,The Dram Shop Front St.,13.0,1,1.0,13.0,13.0
O.K Lager,2023,9,The Dram Shop Central,55.83,9,19.0,3.35,2.75
O.K. Lager,2023,9,The Dram Shop Front St.,134.15,27,38.0,3.71,4.5
Oddpitch - Love Bug Hazy,2023,9,The Dram Shop Front St.,5.0,1,1.0,5.0,5.0
Oddpitch - Woodland Rites Hazy Session IPA,2023,9,The Dram Shop Front St.,14.34,3,3.0,5.0,5.0
Odyssey,2023,9,The Dram Shop Front St.,5.0,1,1.0,5.0,5.0
Oktoberfest,2023,9,The Dram Shop Central,23.0,4,7.0,3.75,4.0
Orange,2023,9,The Dram Shop Central,44.0,2,2.0,22.0,22.0
Orange,2023,9,The Dram Shop Front St.,22.0,1,1.0,22.0,22.0
Organic Amber,2023,9,The Dram Shop Central,415.91,63,74.0,5.64,5.5
Overland IPA,2023,9,The Dram Shop Front St.,267.75,41,54.0,5.22,6.0
Oyster River Dry Cider,2023,9,The Dram Shop Central,7.5,1,1.0,7.5,7.5
Pacifico Clara,2023,9,The Dram Shop Front St.,6.0,2,3.0,2.0,2.0
Pale Ale,2023,9,The Dram Shop Central,335.0,51,70.0,4.99,5.0
Panga Drops Keller Pilsner,2023,9,The Dram Shop Front St.,15.0,3,5.0,3.0,3.0
Particle Physics Pale,2023,9,The Dram Shop Front St.,104.57,14,18.0,6.21,5.5
Passionfruit Hisbiscus Sour,2023,9,The Dram Shop Central,467.25,73,89.0,5.37,5.5
Passionfruit Sour,2023,9,The Dram Shop Central,200.0,27,29.0,6.9,7.0
Peaches & Cream,2023,9,The Dram Shop Front St.,706.63,124,146.0,4.94,5.0
Peanut Butter Milk Stout,2023,9,The Dram Shop Central,159.69,28,30.0,5.31,6.0
Pearl Snap Cowboy IPA,2023,9,The Dram Shop Front St.,191.0,22,28.0,6.91,6.0
Penedes Blanc,2023,9,The Dram Shop Front St.,19.0,1,1.0,19.0,19.0
Perdigon Pet-Nat,2023,9,The Dram Shop Front St.,58.0,2,2.0,29.0,29.0
Phaser Hazy IPA,2023,9,The Dram Shop Front St.,1326.6,205,254.0,5.41,5.5
Pilsner,2023,9,The Dram Shop Front St.,104.3,15,16.0,7.0,7.0
Pine Appuru,2023,9,The Dram Shop Front St.,21.0,4,5.0,5.0,4.0
Pineapple Mango,2023,9,The Dram Shop Central,11.0,1,2.0,5.5,5.5
Pineapple Mango Milkshake IPA,2023,9,The Dram Shop Front St.,173.69,25,26.0,6.72,7.0
Pinot Noir,2023,9,The Dram Shop Central,107.5,4,6.0,19.9,12.5
Pipeno,2023,9,The Dram Shop Front St.,94.5,6,6.0,18.0,18.0
Pipeno Coronel de Maule,2023,9,The Dram Shop Front St.,54.0,1,2.0,27.0,27.0
"Pipeño Tinto Cinsault, Pais, Carignan",2023,9,The Dram Shop Central,20.0,1,1.0,20.0,20.0
Piquette,2023,9,The Dram Shop Central,28.35,1,3.0,10.5,10.5
Plains Traveler Hazy,2023,9,The Dram Shop Front St.,182.0,17,27.0,7.0,7.0
Plum Street Porter,2023,9,The Dram Shop Front St.,133.0,18,20.0,6.65,7.0
Post Flirtation Red Blend,2023,9,The Dram Shop Central,36.0,1,1.0,36.0,36.0
Primitivus Primitivo,2023,9,The Dram Shop Central,36.3,2,2.0,22.0,22.0
Project X - New Horizons Hazy,2023,9,The Dram Shop Front St.,1046.83,144,188.0,5.66,6.0
Punch,2023,9,The Dram Shop Front St.,391.21,54,62.0,6.44,6.0
Quirk Blackberry Sage,2023,9,The Dram Shop Central,237.19,44,50.0,4.82,5.0
Quirk Hard Seltzer,2023,9,The Dram Shop Central,22.15,5,11.0,2.4,2.0
Quirk Hard Seltzer,2023,9,The Dram Shop Front St.,64.26,14,26.0,2.8,2.0
RPM IPA,2023,9,The Dram Shop Central,1028.95,131,180.0,5.89,6.0
RPM IPA,2023,9,The Dram Shop Front St.,39.0,8,9.0,4.5,4.0
Ranch Hand,2023,9,The Dram Shop Central,2.15,1,1.0,2.25,2.25
Ranch Hand,2023,9,The Dram Shop Front St.,99.2,19,31.0,3.49,4.25
Ranch Hand Hard Cider,2023,9,The Dram Shop Central,38.25,13,17.0,2.25,2.25
Raspberry Cosmic Crisp,2023,9,The Dram Shop Central,550.5,77,110.0,5.07,5.0
Raspberry Seltzer,2023,9,The Dram Shop Central,527.33,79,104.0,5.22,5.5
Reception Raz,2023,9,The Dram Shop Front St.,150.75,30,33.0,5.22,5.5
Reissdorf Kölsch,2023,9,The Dram Shop Front St.,25.81,6,6.0,4.33,4.0
Richvale,2023,9,The Dram Shop Front St.,5.0,1,1.0,5.0,5.0
Ride the Spiral,2023,9,The Dram Shop Central,192.52,38,43.0,4.69,5.0
Rosado Piquette,2023,9,The Dram Shop Front St.,52.5,5,5.0,10.5,10.5
Rosammare,2023,9,The Dram Shop Central,24.0,1,1.0,24.0,24.0
Rosato Giandon,2023,9,The Dram Shop Front St.,19.0,1,1.0,19.0,19.0
Rose City Sour,2023,9,The Dram Shop Front St.,18.5,3,3.0,6.17,5.5
Rose of Pinot Noir,2023,9,The Dram Shop Central,609.95,46,69.0,8.92,8.5
Rose' of Pinot Noir,2023,9,The Dram Shop Front St.,108.65,13,13.0,8.5,8.5
Ross Creek Red,2023,9,The Dram Shop Front St.,528.81,90,98.0,5.54,5.5
Rosso Giandon,2023,9,The Dram Shop Central,34.2,2,2.0,18.0,18.0
Rossofongoli,2023,9,The Dram Shop Central,24.0,1,1.0,24.0,24.0
Rossofongoli,2023,9,The Dram Shop Front St.,70.0,3,3.0,27.33,24.0
Rudi Brudi,2023,9,The Dram Shop Central,36.9,1,1.0,41.0,41.0
Rupture Fresh Grind IPA,2023,9,The Dram Shop Front St.,12.5,3,5.0,2.5,2.5
SP68 Bianco,2023,9,The Dram Shop Central,31.0,1,1.0,31.0,31.0
Saison DuPont Farmhouse Ale,2023,9,The Dram Shop Front St.,5.75,1,1.0,6.0,6.0
Salal Berry Tempranillo Barrel Aged Sour,2023,9,The Dram Shop Central,223.0,16,16.0,13.94,12.0
Sauvignon Blanc,2023,9,The Dram Shop Front St.,15.0,1,1.0,15.0,15.0
